Date,Store,Weekly_Sales,Holiday_Flag,KMeans_Anomaly,Hierarchical_Anomaly,IsolationForest_Anomaly,Consensus_Anomaly,Anomaly_Type,Sales_Deviation
2011-04-22,6,1639358.93,0,0,0,0,0,Normal,1.3510528164230424
2011-04-29,6,1479249.9,0,0,0,0,0,Normal,-0.5518817824001468
2011-05-06,6,1504651.57,0,0,0,0,0,Normal,-0.15897080339521388
2011-05-13,6,1453185.65,0,0,0,0,0,Normal,-0.7954971178173533
2011-05-20,6,1382783.83,0,0,0,0,0,Normal,-1.374651970802017
2011-05-27,6,1523979.11,0,0,0,0,0,Normal,0.9164625048708235
2011-06-03,6,1705506.29,0,0,0,0,0,Normal,1.3642045096680437
2011-06-10,6,1598643.65,0,0,0,0,0,Normal,0.3386225458878702
2011-06-17,6,1622150.33,0,0,0,0,0,Normal,0.12813268060579205
2011-06-24,6,1543365.9,0,0,0,0,0,Normal,-1.0990672087098823
2011-07-01,6,1694551.15,0,0,0,0,0,Normal,1.2747315311289291
2011-07-08,6,1709373.62,0,0,0,0,0,Normal,0.8793360311705433
2011-07-15,6,1526801.24,0,0,0,0,0,Normal,-0.9477839888116908
2011-07-22,6,1526506.08,0,0,0,0,0,Normal,-0.8659281170970621
2011-07-29,6,1483991.05,0,0,0,0,0,Normal,-0.7728722598345703
2011-08-05,6,1601584.57,0,0,0,0,0,Normal,1.367250359791025
2011-08-12,6,1484995.38,0,0,0,0,0,Normal,-0.7112251050933678
2011-08-19,6,1493544.04,0,0,0,0,0,Normal,-0.39309615887135385
2011-08-26,6,1420405.41,0,0,0,0,0,Normal,-1.0615510296367017
2011-09-02,6,1481618.74,0,0,0,0,0,Normal,0.34225788345644803
2011-09-09,6,1483574.38,1,0,0,0,0,Normal,0.4136691397244165
2011-09-16,6,1351407.79,0,0,0,0,0,Normal,-1.324776112046272
2011-09-23,6,1336044.75,0,0,0,0,0,Normal,-0.9588440397006138
2011-09-30,6,1307551.92,0,0,0,0,0,Normal,-0.7950711192989726
2011-10-07,6,1481739.2,0,0,0,0,0,Normal,1.4578489928319274
2011-10-14,6,1386520.99,0,0,0,0,0,Normal,0.11184910237497417
2011-10-21,6,1417922.37,0,0,0,0,0,Normal,0.26921433475955997
2011-10-28,6,1419445.12,0,0,0,0,0,Normal,-0.1745321482763724
2011-11-04,6,1523420.38,0,0,0,0,0,Normal,1.4506949113672947
2011-11-11,6,1536176.54,0,0,0,0,0,Normal,0.9622214009478239
2011-11-18,6,1524390.07,0,0,0,0,0,Normal,0.4311073469517722
2011-11-25,6,2249811.55,1,0,0,1,0,Normal,1.4998022993606732
2011-12-02,6,1688531.34,0,0,0,0,0,Normal,-0.17910939670483883
2011-12-09,6,1903385.14,0,0,0,0,0,Normal,0.19741999831482235
2011-12-16,6,2034695.56,0,0,0,0,0,Normal,0.27871376921338636
2011-12-23,6,2644633.02,0,0,0,1,0,Normal,1.4063084616131911
2011-12-30,6,1598080.52,1,1,0,0,0,Normal,-1.01735145515279
2012-01-06,6,1395339.71,0,0,0,0,0,Normal,-0.9456231953652168
2012-01-13,6,1344243.17,0,0,0,0,0,Normal,-0.6586588262473612
2012-01-20,6,1326255.7,0,0,0,0,0,Normal,-0.71849040709663
2012-01-27,6,1315610.66,0,0,0,0,0,Normal,-0.8415678886202054
2012-02-03,6,1496305.78,0,0,0,0,0,Normal,1.485288919039421
2012-02-10,6,1620603.92,1,0,0,0,0,Normal,1.236683380448202
2012-02-17,6,1632616.09,0,0,0,0,0,Normal,0.7898002568085437
2012-02-24,6,1465187.71,0,0,0,0,0,Normal,-1.0372948387174052
2012-03-02,6,1550385.65,0,0,0,0,0,Normal,-0.21813866292343528
2012-03-09,6,1569304.4,0,0,0,0,0,Normal,0.21614645993318024
2012-03-16,6,1748010.29,0,0,0,0,0,Normal,1.3867858892543399
2012-03-23,6,1495143.62,0,0,0,0,0,Normal,-0.8728769574015336
2012-03-30,6,1508933.26,0,0,0,0,0,Normal,-0.6139336457445093
2012-04-06,6,1840131.19,0,0,0,1,0,Normal,1.1112902610997992
2012-04-13,6,1616394.45,0,0,0,0,0,Normal,0.0077991735485676466
2012-04-20,6,1456073.24,0,0,0,0,0,Normal,-0.877660746659952
2012-04-27,6,1456221.1,0,0,0,0,0,Normal,-0.7482754155722238
2012-05-04,6,1543461.12,0,0,0,0,0,Normal,0.32838431526887135
2012-05-11,6,1517075.67,0,0,0,0,0,Normal,0.5408560017621867
2012-05-18,6,1513635.64,0,0,0,0,0,Normal,0.16426773222698596
2012-05-25,6,1603793.42,0,0,0,0,0,Normal,1.4214185222795774
2012-06-01,6,1681121.38,0,0,0,0,0,Normal,1.2793172742390337
2012-06-08,6,1696619.52,0,0,0,0,0,Normal,0.8678626628769494
2012-06-15,6,1642247.48,0,0,0,0,0,Normal,-0.3291435663310235
2012-06-22,6,1618272.25,0,0,0,0,0,Normal,-1.1537336645837633
2012-06-29,6,1648863.46,0,0,0,0,0,Normal,-0.08033962390611198
2012-07-06,6,1876359.39,0,0,0,1,0,Normal,1.491064869612471
2012-07-13,6,1588142.26,0,0,0,0,0,Normal,-0.7216028902041765
2012-07-20,6,1574361.97,0,0,0,0,0,Normal,-0.6965470653692938
2012-07-27,6,1513229.16,0,0,0,0,0,Normal,-0.7694177871862374
2012-08-03,6,1627274.93,0,0,0,0,0,Normal,1.0886632449836333
2012-08-10,6,1588380.73,0,0,0,0,0,Normal,0.2654625525317754
2012-08-17,6,1543049.52,0,0,0,0,0,Normal,-0.49697586185076004
2012-08-24,6,1501095.49,0,0,0,0,0,Normal,-1.1664208849478808
2012-08-31,6,1577439.81,0,0,0,0,0,Normal,0.6342779309075022
2012-09-07,6,1608077.01,1,0,0,0,0,Normal,1.1014975340186242
2012-09-14,6,1375166.86,0,0,0,0,0,Normal,-1.3517343856860924
2012-09-21,6,1425603.65,0,0,0,0,0,Normal,-0.6244418570827732
2012-09-28,6,1369131.46,0,0,0,0,0,Normal,-0.6731487307528482
2012-10-05,6,1518177.71,0,0,0,0,0,Normal,1.3951071498433802
2012-10-12,6,1459396.84,0,0,0,0,0,Normal,0.261542579827848
2012-10-19,6,1436883.99,0,0,0,0,0,Normal,-0.14633852066802933
2012-10-26,6,1431426.34,0,0,0,0,0,Normal,-0.7568681057895276
2010-02-19,7,506760.54,0,0,0,0,0,Normal,-0.17588488225303348
2010-02-26,7,496083.24,0,0,0,0,0,Normal,-0.7522865738557524
2010-03-05,7,491419.55,0,0,0,0,0,Normal,-0.9079410820515637
2010-03-12,7,480452.1,0,0,0,0,0,Normal,-1.2124464626978741
2010-03-19,7,574450.23,0,0,0,0,0,Normal,1.4825049685448561
2010-03-26,7,514731.6,0,0,0,0,0,Normal,-0.012670805868242839
2010-04-02,7,561145.14,0,0,0,0,0,Normal,0.6581942118010379
2010-04-09,7,484263.25,0,0,0,0,0,Normal,-1.1841421373937466
2010-04-16,7,406228.19,0,0,0,0,0,Normal,-1.311265947692543
2010-04-23,7,404751.25,0,0,0,0,0,Normal,-0.795502096965124
2010-04-30,7,373655.61,0,0,0,0,0,Normal,-0.9240599707021052
2010-05-07,7,395453.83,0,0,0,0,0,Normal,0.028730697565497735
2010-05-14,7,372673.61,0,0,0,0,0,Normal,-0.8716745756431994
2010-05-21,7,395195.65,0,0,0,0,0,Normal,0.8554199209588623
2010-05-28,7,442734.55,0,0,0,0,0,Normal,1.3981028351730969
2010-06-04,7,509183.22,0,0,0,0,0,Normal,1.312721058672873
2010-06-11,7,498580.87,0,0,0,0,0,Normal,0.7023163124695657
2010-06-18,7,481144.09,0,0,0,0,0,Normal,-0.06055541956039714
2010-06-25,7,553714.87,0,0,0,0,0,Normal,1.3913744820988612
2010-07-02,7,575570.77,0,0,0,0,0,Normal,1.0819392545159825
2010-07-09,7,593462.34,0,0,0,0,0,Normal,0.8616860838276138
2010-07-16,7,557166.35,0,0,0,0,0,Normal,-0.6977434808111789
2010-07-23,7,570231.21,0,0,0,0,0,Normal,-0.25769294405410337
2010-07-30,7,603547.16,0,0,0,0,0,Normal,1.0589572023774478
2010-08-06,7,643854.17,0,0,0,0,0,Normal,1.2952512252074766
2010-08-13,7,598185.4,0,0,0,0,0,Normal,-0.1901021321991548
2010-08-20,7,582353.17,0,0,0,0,0,Normal,-0.941024943757753
2010-08-27,7,554309.24,0,0,0,0,0,Normal,-1.077249539916888
2010-09-03,7,532765.05,0,0,0,0,0,Normal,-1.1728919887639273
2010-09-10,7,535769.32,1,0,0,0,0,Normal,-0.681414998751925
2010-09-17,7,489408.53,0,0,0,0,0,Normal,-1.4068763070427885
2010-09-24,7,488008.83,0,0,0,0,0,Normal,-0.8914198673859118
2010-10-01,7,448998.73,0,0,0,0,0,Normal,-1.1705849594145794
2010-10-08,7,480239.88,0,0,0,0,0,Normal,0.18939795413167118
2010-10-15,7,463370.48,0,0,0,0,0,Normal,-0.3886235570081589
2010-10-22,7,472450.81,0,0,0,0,0,Normal,0.4610033069152509
2010-10-29,7,465493.15,0,0,0,0,0,Normal,-0.6417591937233734
2010-11-05,7,480512.44,0,0,0,0,0,Normal,1.2982160128293203
2010-11-12,7,507584.29,0,0,0,0,0,Normal,1.414356881885826
2010-11-19,7,482528.36,0,0,0,0,0,Normal,-0.08604538761129042
2010-11-26,7,835189.26,1,1,0,1,1,Sudden Spike,1.4961834516900951
2010-12-03,7,552811.62,0,1,0,1,1,Normal,-0.2558424757523754
2010-12-10,7,599730.07,0,0,0,0,0,Normal,-0.11666658317956173
2010-12-17,7,716388.81,0,0,0,1,0,Normal,0.31917890707051916
2010-12-24,7,1045124.88,0,0,1,1,1,Normal,1.4261978820842667
2010-12-31,7,729572.08,1,1,0,1,1,Normal,-0.22610765670230884
2011-01-07,7,661163.94,0,1,0,0,0,Normal,-0.7296407233656809
2011-01-14,7,547384.9,0,1,0,0,0,Normal,-0.9306068446649294
2011-01-21,7,521539.46,0,0,0,0,0,Normal,-0.956921489468133
2011-01-28,7,513372.17,0,0,0,0,0,Normal,-0.6941339551419511
2011-02-04,7,558027.77,0,1,0,0,0,Normal,1.0887104939187011
2011-02-11,7,559903.13,1,0,0,0,0,Normal,0.8960308707977461
2011-02-18,7,572387.47,0,0,0,0,0,Normal,0.8309008934432162
2011-02-25,7,546690.84,0,0,0,0,0,Normal,-1.1935199222479702
2011-03-04,7,551378.39,0,0,0,0,0,Normal,-0.5506391735889495
2011-03-11,7,558963.83,0,0,0,0,0,Normal,0.14329994506313645
2011-03-18,7,635014.69,0,0,0,0,0,Normal,1.488864154166726
2011-03-25,7,559061.58,0,0,0,0,0,Normal,-0.43213737542532493
2011-04-01,7,513409.67,0,0,0,0,0,Normal,-1.0552822980741758
2011-04-08,7,500552.16,0,0,0,0,0,Normal,-0.8468025196278752
2011-04-15,7,423380.14,0,0,0,0,0,Normal,-1.343043491951152
2011-04-22,7,466594.89,0,0,0,0,0,Normal,-0.2332835378971154
2011-04-29,7,410429.73,0,0,0,0,0,Normal,-0.965015879686086
2011-05-06,7,407012.47,0,0,0,0,0,Normal,-0.7237156151883789
2011-05-13,7,414094.05,0,0,0,0,0,Normal,-0.37028475135544575
2011-05-20,7,424670.98,0,0,0,0,0,Normal,1.3884485833113092
2011-05-27,7,457216.87,0,0,0,0,0,Normal,1.417539077572553
2011-06-03,7,542295.37,0,0,0,0,0,Normal,1.4232558811604183
2011-06-10,7,621099.95,0,0,0,0,0,Normal,1.2417619140491365
2011-06-17,7,610991.35,0,0,0,0,0,Normal,0.7012760258903407
2011-06-24,7,640043.97,0,0,0,0,0,Normal,0.8550551950719748
2011-07-01,7,704344.21,0,0,0,0,0,Normal,1.4367321904991273
2011-07-08,7,761793.94,0,0,0,0,0,Normal,1.223519258848269
2011-07-15,7,642748.21,0,0,0,0,0,Normal,-0.7682604659685587
2011-07-22,7,688043.96,0,0,0,0,0,Normal,-0.22750346178311276
2011-07-29,7,653382.62,0,0,0,0,0,Normal,-0.6154355462618278
2011-08-05,7,695392.84,0,0,0,0,0,Normal,0.9903029679984998
2011-08-12,7,670670.46,0,0,0,0,0,Normal,-0.33023115519445334
2011-08-19,7,645156.21,0,0,0,0,0,Normal,-0.9453907796417808
2011-08-26,7,629994.47,0,0,0,0,0,Normal,-1.052678894097024
2011-09-02,7,592355.24,0,0,0,0,0,Normal,-1.2880414320766675
2011-09-09,7,613135.23,1,0,0,0,0,Normal,-0.3096496678848576
2011-09-16,7,558981.45,0,0,0,0,0,Normal,-1.2960474740759989
2011-09-23,7,536144.81,0,0,0,0,0,Normal,-1.1385161892962399
2011-09-30,7,488880.26,0,0,0,0,0,Normal,-1.1702840839565012
2011-10-07,7,525866.36,0,0,0,0,0,Normal,-0.054834442371227886
2011-10-14,7,501959.19,0,0,0,0,0,Normal,-0.5200368491117451
2011-10-21,7,558691.43,0,0,0,0,0,Normal,1.299451928983462
2011-10-28,7,527339.52,0,0,0,0,0,Normal,-0.048330385489122184
2011-11-04,7,564536.01,0,0,0,0,0,Normal,0.9065575610947861
2011-11-11,7,556015.59,0,0,0,0,0,Normal,0.263392247804589
2011-11-18,7,539826.56,0,0,0,0,0,Normal,-0.42783528733789244
2011-11-25,7,949075.87,1,1,0,1,1,Sudden Spike,1.497983351449611
2011-12-02,7,591907.88,0,1,0,1,1,Normal,-0.346063538895587
2011-12-09,7,653845.45,0,0,0,0,0,Normal,-0.1629627647415999
2011-12-16,7,720242.19,0,0,0,0,0,Normal,-0.05467214919694357
2011-12-23,7,1059715.27,0,0,0,1,0,Normal,1.452018520424668
2011-12-30,7,815915.52,1,1,0,1,1,Normal,0.01960866551749995
2012-01-06,7,713117.66,0,0,0,0,0,Normal,-0.704889439244773
2012-01-13,7,593875.46,0,1,0,1,1,Normal,-1.018855762057228
2012-01-20,7,578002.85,0,0,0,0,0,Normal,-0.8719325111887912
2012-01-27,7,541037.98,0,0,0,0,0,Normal,-0.8794919128832694
2012-02-03,7,580453.32,0,0,0,0,0,Normal,0.31409727647761776
2012-02-10,7,563460.77,1,0,0,0,0,Normal,-0.12588472604220008
2012-02-17,7,620908.18,0,0,0,0,0,Normal,1.3171604704557756
2012-02-24,7,603041.14,0,0,0,0,0,Normal,0.4394459844327308
2012-03-02,7,551058.13,0,0,0,0,0,Normal,-1.0226692096672458
2012-03-09,7,579166.5,0,0,0,0,0,Normal,-0.3096600875107051
2012-03-16,7,669205.73,0,0,0,0,0,Normal,1.3603063172792609
2012-03-23,7,615997.29,0,0,0,0,0,Normal,0.23785631637043272
2012-03-30,7,583322.2,0,0,0,0,0,Normal,-0.6876848254539212
2012-04-06,7,621425.98,0,0,0,0,0,Normal,-0.029992937587528037
2012-04-13,7,517420.23,0,0,0,0,0,Normal,-1.4039582138854887
2012-04-20,7,457340.06,0,0,0,0,0,Normal,-1.2079419400948603
2012-04-27,7,467827.75,0,0,0,0,0,Normal,-0.6422737805395667
2012-05-04,7,465198.89,0,0,0,0,0,Normal,-0.4295573176200913
2012-05-11,7,460397.41,0,0,0,0,0,Normal,-0.4868038270040113
2012-05-18,7,468428.3,0,0,0,0,0,Normal,0.8106703456186183
2012-05-25,7,532739.77,0,0,0,0,0,Normal,1.4929560699002487
2012-06-01,7,598495.02,0,0,0,0,0,Normal,1.296543184805439
2012-06-08,7,642963.75,0,0,0,0,0,Normal,1.0778960622908207
2012-06-15,7,666942.02,0,0,0,0,0,Normal,0.9608595531734351
2012-06-22,7,687344.68,0,0,0,0,0,Normal,1.005233601959676
2012-06-29,7,704335.41,0,0,0,0,0,Normal,1.0928166399448924
2012-07-06,7,805642.61,0,0,0,0,0,Normal,1.4531199652098834
2012-07-13,7,694150.89,0,0,0,0,0,Normal,-0.5162813809479644
2012-07-20,7,686345.69,0,0,0,0,0,Normal,-0.6496077397474984
2012-07-27,7,686365.4,0,0,0,0,0,Normal,-0.5432816913702923
2012-08-03,7,680954.81,0,0,0,0,0,Normal,-1.1043609807073436
2012-08-10,7,675926.3,0,0,0,0,0,Normal,-1.29159513829837
2012-08-17,7,642450.4,0,0,0,0,0,Normal,-1.4646822707713434
2012-08-24,7,609099.37,0,0,0,0,0,Normal,-1.2884489043886123
2012-08-31,7,586467.16,0,0,0,0,0,Normal,-1.074550190549894
2012-09-07,7,597876.55,1,0,0,0,0,Normal,-0.4593809635897669
2012-09-14,7,541120.2,0,0,0,0,0,Normal,-1.4261054504241293
2012-09-21,7,530842.25,0,0,0,0,0,Normal,-1.0057936025517722
2012-09-28,7,525545.76,0,0,0,0,0,Normal,-0.6992661912641499
2012-10-05,7,505830.56,0,0,0,0,0,Normal,-1.3496396865304054
2012-10-12,7,503463.93,0,0,0,0,0,Normal,-0.9388584227922594
2012-10-19,7,516424.83,0,0,0,0,0,Normal,0.3541953190651786
2012-10-26,7,495543.28,0,0,0,0,0,Normal,-1.1343331239835936
2010-02-19,8,963960.37,0,0,0,0,0,Normal,-1.1258317585020121
2010-02-26,8,847592.11,0,0,0,0,0,Normal,-1.4568315153009757
2010-03-05,8,881503.95,0,0,0,0,0,Normal,-0.5873185639509227
2010-03-12,8,860336.16,0,0,0,0,0,Normal,-0.5354643502445763
2010-03-19,8,839911.0,0,0,0,0,0,Normal,-0.9583457519308485
2010-03-26,8,772539.12,0,0,0,0,0,Normal,-1.3994608073395198
2010-04-02,8,914500.91,0,0,0,0,0,Normal,1.153409331401324
2010-04-09,8,916033.92,0,0,0,0,0,Normal,0.8047061778283987
2010-04-16,8,882917.12,0,0,0,0,0,Normal,0.16863601271870182
2010-04-23,8,850440.26,0,0,0,0,0,Normal,-1.3060156686403217
2010-04-30,8,778672.64,0,0,0,0,0,Normal,-1.334756632777547
2010-05-07,8,916820.96,0,0,0,0,0,Normal,1.011004919531585
2010-05-14,8,873337.84,0,0,0,0,0,Normal,0.3206945188050229
2010-05-21,8,818333.21,0,0,0,0,0,Normal,-0.468706977088058
2010-05-28,8,868041.56,0,0,0,0,0,Normal,-0.027088159525722594
2010-06-04,8,958225.41,0,0,0,0,0,Normal,1.3564811624199675
2010-06-11,8,914835.86,0,0,0,0,0,Normal,0.41455499500695386
2010-06-18,8,869922.56,0,0,0,0,0,Normal,-0.766402818076309
2010-06-25,8,814919.11,0,0,0,0,0,Normal,-1.2142150591197747
2010-07-02,8,852333.75,0,0,0,0,0,Normal,-0.25723747348259246
2010-07-09,8,845289.77,0,0,0,0,0,Normal,-0.014235110107230832
2010-07-16,8,848630.57,0,0,0,0,0,Normal,0.48585409899240406
2010-07-23,8,785515.88,0,0,0,0,0,Normal,-1.493781589377685
2010-07-30,8,787295.09,0,0,0,0,0,Normal,-0.8397361210216284
2010-08-06,8,893399.77,0,0,0,0,0,Normal,1.2401480122332544
2010-08-13,8,867919.21,0,0,0,0,0,Normal,0.6206018377755882
2010-08-20,8,870676.44,0,0,0,0,0,Normal,0.3413487772981994
2010-08-27,8,888816.78,0,0,0,0,0,Normal,0.6739387050560778
2010-09-03,8,899036.47,0,0,0,0,0,Normal,1.1723564186394912
2010-09-10,8,831425.2,1,0,0,0,0,Normal,-1.3787614880826897
2010-09-17,8,836707.85,0,0,0,0,0,Normal,-0.7823846865999061
2010-09-24,8,773725.08,0,0,0,0,0,Normal,-1.2006273901463465
2010-10-01,8,804105.49,0,0,0,0,0,Normal,-0.25511244546612866
2010-10-08,8,870349.86,0,0,0,0,0,Normal,1.1797232165812146
2010-10-15,8,826546.96,0,0,0,0,0,Normal,0.19332774553232465
2010-10-22,8,836419.14,0,0,0,0,0,Normal,0.07492593967501089
2010-10-29,8,830756.76,0,0,0,0,0,Normal,-0.5138570783303474
2010-11-05,8,927266.34,0,0,0,0,0,Normal,1.4946742630915848
2010-11-12,8,911538.98,0,0,0,0,0,Normal,0.7006787041718386
2010-11-19,8,885608.04,0,0,0,0,0,Normal,-0.07522524166175276
2010-11-26,8,1261693.16,1,0,0,1,0,Normal,1.4929609411687266
2010-12-03,8,952766.93,0,0,0,0,0,Normal,-0.28692628754593025
2010-12-10,8,1069061.63,0,0,0,0,0,Normal,0.16255300067881004
2010-12-17,8,1220579.55,0,0,0,0,0,Normal,0.6652239058798645
2010-12-24,8,1511641.09,0,0,0,1,0,Normal,1.3367871898859205
2010-12-31,8,773586.49,1,1,0,1,1,Normal,-1.2032972661036536
2011-01-07,8,873065.23,0,0,0,0,0,Normal,-0.6565526298088591
2011-01-14,8,809646.66,0,0,0,0,0,Normal,-0.5226531555518075
2011-01-21,8,822668.23,0,0,0,0,0,Normal,0.071088572013013
2011-01-28,8,782256.66,0,0,0,0,0,Normal,-1.042473029006691
2011-02-04,8,944594.78,0,0,0,0,0,Normal,1.4582120143159492
2011-02-11,8,996147.39,1,0,0,0,0,Normal,1.091153162965667
2011-02-18,8,1065108.64,0,0,0,0,0,Normal,0.980480633182001
2011-02-25,8,917317.15,0,0,0,0,0,Normal,-0.9761598851428627
2011-03-04,8,935266.43,0,0,0,0,0,Normal,-0.6456775760145893
2011-03-11,8,900387.29,0,0,0,0,0,Normal,-0.7209053959719943
2011-03-18,8,898289.14,0,0,0,0,0,Normal,-0.843402502327298
2011-03-25,8,827968.36,0,0,0,0,0,Normal,-1.3893347626428751
2011-04-01,8,878762.3,0,0,0,0,0,Normal,0.0715410638479292
2011-04-08,8,949825.83,0,0,0,0,0,Normal,1.2129673962031318
2011-04-15,8,908278.74,0,0,0,0,0,Normal,0.33302478131052066
2011-04-22,8,937473.13,0,0,0,0,0,Normal,0.5948210595972534
2011-04-29,8,855014.77,0,0,0,0,0,Normal,-1.3661167039742022
2011-05-06,8,941457.34,0,0,0,0,0,Normal,0.7749853198174473
2011-05-13,8,895763.41,0,0,0,0,0,Normal,-0.2873113087357481
2011-05-20,8,836049.89,0,0,0,0,0,Normal,-0.9838316800045936
2011-05-27,8,857939.41,0,0,0,0,0,Normal,-0.5377714815690938
2011-06-03,8,929222.16,0,0,0,0,0,Normal,1.2012571952205335
2011-06-10,8,897309.41,0,0,0,0,0,Normal,0.4149959279384919
2011-06-17,8,922048.41,0,0,0,0,0,Normal,0.6345814530223969
2011-06-24,8,864881.24,0,0,0,0,0,Normal,-1.3237597360675155
2011-07-01,8,883683.35,0,0,0,0,0,Normal,-0.3449378982338132
2011-07-08,8,861965.12,0,0,0,0,0,Normal,-0.7655625125586041
2011-07-15,8,849925.37,0,0,0,0,0,Normal,-1.087135634291385
2011-07-22,8,829902.42,0,0,0,0,0,Normal,-1.1759951179750638
2011-07-29,8,807082.19,0,0,0,0,0,Normal,-1.2528931837638895
2011-08-05,8,892393.77,0,0,0,0,0,Normal,1.3132100363370165
2011-08-12,8,856796.1,0,0,0,0,0,Normal,0.27932339735186285
2011-08-19,8,895066.5,0,0,0,0,0,Normal,0.7850011263126354
2011-08-26,8,912542.82,0,0,0,0,0,Normal,0.9984844673571271
2011-09-02,8,891387.14,0,0,0,0,0,Normal,0.10450770368052012
2011-09-09,8,848358.09,1,0,0,0,0,Normal,-1.4113953666221808
2011-09-16,8,870971.82,0,0,0,0,0,Normal,-0.35791852428758836
2011-09-23,8,806444.29,0,0,0,0,0,Normal,-1.3137547591304028
2011-09-30,8,809049.37,0,0,0,0,0,Normal,-0.7856535565455306
2011-10-07,8,929976.55,0,0,0,0,0,Normal,1.2920733477716007
2011-10-14,8,863188.26,0,0,0,0,0,Normal,0.18974495534287958
2011-10-21,8,905984.49,0,0,0,0,0,Normal,0.5450360755181238
2011-10-28,8,876712.31,0,0,0,0,0,Normal,-0.5765631616275536
2011-11-04,8,947815.05,0,0,0,0,0,Normal,1.31846398605514
2011-11-11,8,917088.48,0,0,0,0,0,Normal,0.17657574887126468
2011-11-18,8,897032.19,0,0,0,0,0,Normal,-0.41668091553755765
2011-11-25,8,1235163.86,1,0,0,1,0,Normal,1.4869362014372582
2011-12-02,8,986601.46,0,0,0,0,0,Normal,-0.14376318603837446
2011-12-09,8,1051922.95,0,0,0,0,0,Normal,0.06455769138125743
2011-12-16,8,1118163.94,0,0,0,0,0,Normal,0.19044487759861622
2011-12-23,8,1462254.05,0,0,0,1,0,Normal,1.4510221723665777
2011-12-30,8,858572.22,1,1,0,1,1,Normal,-1.0493959987775665
2012-01-06,8,872113.23,0,0,0,0,0,Normal,-0.7274247107180754
2012-01-13,8,817661.76,0,0,0,0,0,Normal,-0.6020262735881999
2012-01-20,8,813954.82,0,0,0,0,0,Normal,-0.912655269543181
2012-01-27,8,778178.53,0,0,0,0,0,Normal,-1.0913975203137578
2012-02-03,8,927610.69,0,0,0,0,0,Normal,1.4420206847804256
2012-02-10,8,1021400.42,1,0,0,0,0,Normal,1.2276452897350105
2012-02-17,8,1096232.89,0,0,0,0,0,Normal,1.02408199063663
2012-02-24,8,928537.54,0,0,0,0,0,Normal,-0.7970609467574556
2012-03-02,8,952264.91,0,0,0,0,0,Normal,-0.6270116417286368
2012-03-09,8,960115.56,0,0,0,0,0,Normal,-0.31877295831454716
2012-03-16,8,921178.39,0,0,0,0,0,Normal,-1.0391723301484634
2012-03-23,8,874223.25,0,0,0,0,0,Normal,-1.3531209298955071
2012-03-30,8,905935.29,0,0,0,0,0,Normal,-0.26426764310766493
2012-04-06,8,1046816.59,0,0,0,0,0,Normal,1.449124508612741
2012-04-13,8,909989.45,0,0,0,0,0,Normal,-0.3160409678865541
2012-04-20,8,872288.46,0,0,0,0,0,Normal,-0.7957690068405087
2012-04-27,8,879448.25,0,0,0,0,0,Normal,-0.5855104975191265
2012-05-04,8,937232.09,0,0,0,0,0,Normal,1.2552888661347428
2012-05-11,8,920128.89,0,0,0,0,0,Normal,0.5682946616228969
2012-05-18,8,913922.01,0,0,0,0,0,Normal,0.05109899108239418
2012-05-25,8,895157.44,0,0,0,0,0,Normal,-1.235011069428409
2012-06-01,8,921161.2,0,0,0,0,0,Normal,0.7107513775037424
2012-06-08,8,928820.0,0,0,0,0,0,Normal,0.9747557730280269
2012-06-15,8,916918.7,0,0,0,0,0,Normal,0.09726693064226803
2012-06-22,8,899449.65,0,0,0,0,0,Normal,-1.3773613315604054
2012-06-29,8,878298.22,0,0,0,0,0,Normal,-1.2540578437517365
2012-07-06,8,936205.5,0,0,0,0,0,Normal,1.153352669118559
2012-07-13,8,890488.01,0,0,0,0,0,Normal,-0.4257110316618952
2012-07-20,8,888834.07,0,0,0,0,0,Normal,-0.3738352083943405
2012-07-27,8,838227.52,0,0,0,0,0,Normal,-1.2543114942118074
2012-08-03,8,897076.73,0,0,0,0,0,Normal,0.6775138807476058
2012-08-10,8,930745.69,0,0,0,0,0,Normal,1.0991180681041295
2012-08-17,8,896613.19,0,0,0,0,0,Normal,0.1547197246769251
2012-08-24,8,936373.65,0,0,0,0,0,Normal,0.9928758729503493
2012-08-31,8,976137.73,0,0,0,0,0,Normal,1.2633328821999885
2012-09-07,8,932160.37,1,0,0,0,0,Normal,-0.09715254151939941
2012-09-14,8,883569.38,0,0,0,0,0,Normal,-1.2788793403073992
2012-09-21,8,857796.45,0,0,0,0,0,Normal,-1.0405427833894685
2012-09-28,8,884724.41,0,0,0,0,0,Normal,-0.1560677085599823
2012-10-05,8,976436.02,0,0,0,0,0,Normal,1.4565547808838948
2012-10-12,8,927511.99,0,0,0,0,0,Normal,0.3063808996933357
2012-10-19,8,900309.75,0,0,0,0,0,Normal,-0.5453584027632985
2012-10-26,8,891671.44,0,0,0,0,0,Normal,-0.8467298657503803
2010-02-19,9,511327.9,0,0,0,0,0,Normal,-1.1519049596048356
2010-02-26,9,473773.27,0,0,0,0,0,Normal,-1.293798304625243
2010-03-05,9,507297.88,0,0,0,0,0,Normal,-0.12281781890924462
2010-03-12,9,494145.8,0,0,0,0,0,Normal,-0.14721531978914032
2010-03-19,9,485744.61,0,0,0,0,0,Normal,-0.31851792344967483
2010-03-26,9,484946.56,0,0,0,0,0,Normal,-0.779030360791931
2010-04-02,9,545206.32,0,0,0,0,0,Normal,1.4841712101411295
